chunk_id,grant_id,document_title,year,institute,is_fqhc_focused,fqhc_score,data_source,source_pdf,primary_condition,study_type,population,extraction_quality,text,chunk_type,section_name,word_count,chunk_index,is_high_value
low_income_wind_energy_full_text_6451,low_income_wind_energy,Grant low_income_wind_energy,2007,Unknown,False,0.051,pdf_ingestion,low_income_wind_energy.pdf,obesity,unspecified,"pediatric, geriatric, rural, low_income",high,"SAMPLE GRANT PROPOSAL: 
 LOW-INCOME WIND POWER PROJECT 
 Prepared by 
 Community Consulting & Grant Writing 
 This Sample Grant Narrative includes: 
  Statement of Need 
 o Overview 
 o Target Population 
 o Assumptions 
 o Summary of Problems to be Addressed 
 o Inclusion of Low-Income Families in Planning Process 
 o Empowerment Zone / Enterprise Community Consideration 
  Project Strategy 
 o Philosophy 
 o Mission 
 o Final Goals 
 o Interventions 
 o Intermediate Outcomes 
 o Significant and Beneficial Impact 
  Project Design 
 o Integration with other Programs 
 o Partners and Roles 
 o Coordination of Funding 
 o Innovation 
 o Work Plan and Time Line 
 o Potential Problems 
 This Sample Grant Proposal 
 is meant to be a model only. Your project will be unique. 
 Use the ideas but not the text! 
 Sample Grant Proposal: Low-Income Wind Energy Project",paragraph_block,unstructured,129,0,False
low_income_wind_energy_full_text_6451,low_income_wind_energy,Grant low_income_wind_energy,2007,Unknown,False,0.051,pdf_ingestion,low_income_wind_energy.pdf,obesity,unspecified,"pediatric, geriatric, rural, low_income",high,"More Sample Grant Proposals 
 Project Theory, Design and Plan 
 The Big Picture: Future of Electricity in Washington 
 Electricity prices will continue to rise as the electricity supply becomes more and more
 dependent on natural gas-fired turbines. In the U.S. 272 gas-fired plants are projected to be
 connected to the grid over the next decade. At the same time, domestic natural gas production is
 expected to peak in 2007, Canadian production in 2005, and Mexican production in 2011.
 Remaining natural gas reserves will be primarily in an unstable Middle East. (Rifkin, The
 Hydrogen Economy, 2002, p. 126-7) In this environment, a continued rise is in the market price
 of natural gas is almost inevitable. 
 For this reason, it makes sense to shift to energy sources that are not subject to market pricing, to
 so-called cost-based resources. Wind is such a source, and is abundant in Washington State.
 The price of wind-based energy is a function of the cost of wind-turbines and other infrastructure
 needed to develop a wind farm. Once these capital costs are paid, the energy source itself, wind,
 is free. In this sense, a wind farm is an insurance policy for low-income families against future
 volatility in the price of natural gas. 
 This project builds on a foundation of partnerships, working with partner utilities to shift from
 treating the low-income community as passive consumers of power to active developers of
 power. By developing wind-generated electricity, the low-income community gains access to
 cost-based energy, escaping the fluctuations of the natural gas commodity market.
 Target Population 
 The Project targets LIHEAP-eligible families heating with electricity. 
 According to a report prepared for DHHS by Roper ASW, there are 291,886 LIHEAP-eligible
 households in Washington State. Many of these households include members who are
 particularly vulnerable to heat or cold: 
  89,482 include an elderly person 
  73,051 include a disabled person 
  70,281 include a child five years old or younger 
 These numbers are based on Washington’s LIHEAP income limit of 125% of the Federal
 Poverty Guidelines. Using a 150% FPG standard approximately doubles each of the numbers
 above (663,034 households live below 150% FPG; of these 244,950 include an elderly person
 etc.). 
 Last year, 57,300 households received LIHEAP, leaving 234,586 eligible households (80%)
 unserved. Because of historically low-priced hydro-electric power, most Washington lowincome homes (73%) heat with electricity rather than natural gas (17%), with the balance using
 wood, oil, and other fuels. Although Washington once had some of the lowest priced electricity
 in the nation, since 1980 rates have doubled, even after adjusting for inflation. (See Figure 1.)
 Sample Grant Proposal: Low-Income Wind Energy Project 2",paragraph_block,unstructured,433,1,False
low_income_wind_energy_full_text_6451,low_income_wind_energy,Grant low_income_wind_energy,2007,Unknown,False,0.051,pdf_ingestion,low_income_wind_energy.pdf,obesity,unspecified,"pediatric, geriatric, rural, low_income",high,"And from 1999 to 2002, residential rates saw a rapid surge of 20%. This understates the
 problem, because the rate increases have been disproportionate acoss the state, with some areas
 seeing significantly higher
 increases. For example, 
 from October 2000 to the 
 present, the largest public
 utility district in the state
 (Snohomish County 
 PUD), increased 
 residential rates by 50%. 
 When rates move with 
 such volatility, low- 
 income families are likely 
 to be left stranded . 
 Middle and high-income 
 families have been able to 
 migrate to gas heat. Of 
 new single-family residential construction, only 9% is all-electric, according to a June 11, 2003
 article in the Seattle Post-Intelligencer. And while 53% of Washington’s homes heat with
 electricity (2000 US Census), fully 73% of low-income homes have electric heat. As often
 happens, low-income families have been left stranded in older housing stock, equipped for the
 energy markets of three decades ago. 
 Converting electric-heated households to gas heat would seem to be a solution to electric rate
 volatility. And in fact, several programs in the state are taking this tack, including the state’s
 LIHEAP program which can perform conversions when a household’s heating system is in such
 bad shape that it must be replaced. However, such conversions are expensive and must be
 balanced with the need for energy 
 assistance. 
 A large conversion program was 
 announced in June 2003 by Puget 
 Sound Energy (PSE), the largest 
 utility in the state. PSE estimates
 that it will convert between 20,000
 and 25,000 households from electric
 to gas. Given that the number of all
 electric households in Washington 
 was placed at 1.2 million by the 
 2000 US Census, even a “large” 
 program is a drop in the bucket. The
 program is incentive-based, with 
 $150 rebates on furnaces, $25 on gas
 heaters and free hook-ups. However
 a $175 incentive on a conversion that may cost $1500 to $2000 is too small to make a difference
 to many low-income families. Also, 73% of low-income families are renters. Typically, they
 are responsible for utility bills, so there is little incentive for landlords to convert rental units to
 gas heat. 
 Sample Grant Proposal: Low-Income Wind Energy Project 3",paragraph_block,unstructured,356,2,False
low_income_wind_energy_full_text_6451,low_income_wind_energy,Grant low_income_wind_energy,2007,Unknown,False,0.051,pdf_ingestion,low_income_wind_energy.pdf,obesity,unspecified,"pediatric, geriatric, rural, low_income",high,"More Sample Grant Proposals 
 Even if all low-income households could be converted to gas heat, the problem would not be
 solved: PSE just raised gas prices 18% in March 2003. More and more, the gas and electric
 markets have become intertwined in Washington. Most of the new electric generation plants in
 Washington are gas-fired. As a result, natural gas prices have themselves become more volatile,
 and conversion to gas heat no longer provides the low-cost, stable utility bills that it once did.
 Increasingly, the cost of natural gas is linked to the cost of electricity. Figure 2 shows how
 natural gas prices at the Sumas Hub in Washington State have begun to track area electric prices.
 Even as residential energy costs are rising, Washington’s employment outlook is darkening. A
 US Bureau of Labor Statistics report for April 2003 shows Washington with the second highest
 unemployment rate (7.3%) of any state. The national rate for the same period was 6.0%.
 Washington is being particularly hard hit by the loss of high-paying jobs at Boeing. Because of
 cut-backs in the airline industry since the terrorist attacks of September 11, 2001, Boeing has
 been forced to lay-off 33,890 workers over the past 19 months and plans further cuts (Seattle P-I,
 6.20.03). Boeing is also facing stiffer competition. On June 20, 2003 the AP reported,
 “European plane manufacturer Airbus won a $5.1 billion order for up to 32 wide-body planes
 from Gulf carrier Qatar Airways yesterday, snatching another deal from Boeing….Until last
 week, the airline was considering its first purchase of Boeing planes.” Because Boeing is such a
 large employer in the Puget Sound area, the loss of these high-paying jobs has a negative ripple
 effect throughout the area. 
 And so low-income electric-heating households are caught between rising electric rates and
 negative job growth. 
 At the same time as companies like Boeing are downsizing, one industry in Washington State
 is poised for growth: wind energy. A recently completed wind map shows that Washington
 compares favorably with other states in available wind resources (see Figure 3 below; a more
 Sample Grant Proposal: Low-Income Wind Energy Project 4",paragraph_block,unstructured,352,3,False
low_income_wind_energy_full_text_6451,low_income_wind_energy,Grant low_income_wind_energy,2007,Unknown,False,0.051,pdf_ingestion,low_income_wind_energy.pdf,obesity,unspecified,"pediatric, geriatric, rural, low_income",high,"More Sample Grant Proposals 
 detailed wind map is included as Appendix K). In Walla Walla County, the State Line Project
 (the largest wind project in the world) has shown that wind power is competitive with fossil
 fuels. Technology and cooperative buying power have brought down the cost of wind turbines.
 State and federal legislation have increased incentives for developing renewable power sources.
 The wind industry is primed for rapid growth. 
 Assumptions 
 There are several assumptions we have made about the needs of our target population and the
 economic environment around them. The first is that the LIHEAP-eligible population is not
 going to decline. In fact we assume that given high unemployment projected to persist through
 at least spring 2005 (“Economic dark cloud lingers over Washington,” Seattle P-I, 6.20.03), this
 population will increase, making the need to find a permanent solution for reducing the energy
 costs of low-income households even greater. Our second assumption is that the amount of
 money for federal and state energy assistance programs, both LIHEAP and weatherization
 programs, will decline, again increasing the need for our proposed approach. Our third
 assumption is that costs for non-renewable electricity-generating resources (coal, natural gas)
 will rise over time. 
 Summary of Assumptions/Problems to be Addressed 
 1. Demand for LIHEAP far outstrips the need. 80% of families eligible for LIHEAP are
 unserved. Many of these families include vulnerable members. 
 2. Electricity rates have risen sharply, erasing many of the gains made by development
 of new nonfederal energy assistance funds. 
 3. 73% of Washington’s low-income households heat with electricity. 
 4. Conversion from electric heating to natural gas heating is expensive.
 5. Natural gas is increasingly used to generate electricity, linking the price of natural gas
 to electricity and making them rise in tandem. 
 6. Natural gas prices are likely to continue rising as production in North America and
 Mexico peak over the next 10 years. 
 7. Conversion to natural gas is at best part of the solution for low-income households
 stranded in housing built for energy markets of three decades ago. 
 Low-Income Inclusion in Planning Process 
 From the beginning this project has been designed as a collaborative project between the
 Washington Department of Community, Trade and Economic Development; Washington State
 Association Community Action Partnership (representing the CSBG/DOE 
 weatherization/LIHEAP network); A W.I.S.H; and utilities. Community involvement, including
 the direct involvement of low-income representatives, has been built into the project. The project
 Steering Committee has majority representation from Community Action Agencies, whose
 boards of directors are mandated to have one-third low-income membership. As members of the
 Steering Committee, low-income representatives will have an on-going role in developing the
 project and in recommending changes as necessary. Each of the thirty CAA’s partnering on this
 project, under the coordination of A W.I.S.H, has reviewed the project proposal all the way
 through the process leading to submittal to DHHS, and has had the opportunity to submit
 suggestions about the project design. 
 Sample Grant Proposal: Low-Income Wind Energy Project 5",paragraph_block,unstructured,491,4,False
low_income_wind_energy_full_text_6451,low_income_wind_energy,Grant low_income_wind_energy,2007,Unknown,False,0.051,pdf_ingestion,low_income_wind_energy.pdf,obesity,unspecified,"pediatric, geriatric, rural, low_income",high,"Empowerment Zone/Enterprise Community Consideration 
 As noted above, Washington has the second highest unemployment rate in the nation. Our first
 intervention will target Grays Harbor County, where the unemployment rate is 28% higher than
 the state as a whole. Other counties targeted because of their high wind resources also have high
 unemployment rates: 
  Klickitat 15.3% 
  Skamania 10.1% 
  Yakima 10.0% 
 (See Figure 4 below.) 
 Furthermore, in 2002 Yakima was selected as one of 40 Renewal Communities by HUD and
 will retain the designation until 2009. “Renewal Community” is a designation added to the
 Empowerment Zone/Enterprise Community program (now designated the RC/EZ/EC Initiative)
 in 2001. The unemployment rate in Yakima’s Renewal Community (Census Tracts 1, 2, 6 and
 15) is 20%. Building a wind farm in Yakima would provide good-paying jobs during the
 development process, as well as provide low-cost energy to low-income Yakima households on
 completion. Yakima Valley OIC (the CSBG entity in Yakima), and Northwest Community
 Action Center (the CSBG entity for other parts of Yakima County) have reviewed this
 application and are project partners through the Washington State Community Action
 Partnership (WSCAP). 
 In Pierce County, part of Tacoma is a federal Enterprise Community and was also designated a
 Renewal Community in 2002. Unemployment in Tacoma’s Renewal Community is 18 percent,
 with 72 percent of the families in the area identified as low-income. Pierce County’s CSBG
 Sample Grant Proposal: Low-Income Wind Energy Project 6",paragraph_block,unstructured,236,5,False
low_income_wind_energy_full_text_6451,low_income_wind_energy,Grant low_income_wind_energy,2007,Unknown,False,0.051,pdf_ingestion,low_income_wind_energy.pdf,obesity,unspecified,"pediatric, geriatric, rural, low_income",high,"More Sample Grant Proposals 
 entities (Metropolitan Development Council and Pierce County) were active participants in
 REACh I, working with Tacoma Power to develop a new low-income energy assistance
 program. The Pierce County CAAs (both members of WSCAP) reviewed this application and
 are potential partners with the CSBG entities in Yakima County. (Yakima and Pierce Counties
 are contiguous.) 
 Project Strategy and Design: 
 Interventions, Outcomes, Goals, Impact [7] 
 Philosophy 
 The project treats the low-income community as active developers of power, rather than simply
 as passive consumers of power. To escape the volatility of market-priced energy sources, the
 project focuses on wind, a cost-based energy resource widely available in Washington State.
 Mission and Impact 
 The project’s mission is to increase the self-sufficiency of low-income families by securing
 stable energy sources and additional nonfederal energy assistance through participation in the
 rollout of the wind power industry in Washington State. 
 Final Goals 
 The mission can be achieved by accomplishing the following goals: 
 1. In partnership with utilities and the LIHEAP/Weatherization/CSBG Network, develop 12
 megawatts of wind power dedicated to low-income households. The 12 megawatts will be
 produced by facilities with a useful life of 20 years. 
 2. Increase utility contributions toward lowering energy burdens by obtaining subsidies for
 wind development dedicated to low-income households. 
 3. Reduce the energy burden of 12,000 LIHEAP-eligible families by 20% 
 4. For the 12,000 target families, reduce disconnects by 20%. 
 5. For the 12,000 target families, increase regularity of payments by 15%.
 6. For the 12,000 target families, reduce mobility (a predictor of homelessness) by 15%.
 7. Improve the health and safety of vulnerable households by reducing the energy burden for
 3,700 families that include an elderly person, 3,000 families that include a disabled person,
 and 2,900 families that include a young child. 
 NOTE: Each of the benefits described in Goals 3-7 above will be achieved annually for
 approximately 20 years, the useful life of a wind turbine facility. 
 Interventions 
 In general, REACh funds will be used as funding for high leverage activities such as partnershipbuilding, technical assistance, and grant writing. The effect of these activities will be to position
 the LIHEAP/Weatherization/CSBG Network at the table as wind power develops in Washington
 State. Actual funding for wind power construction will come from non-REACh funds.
 Just as public, cooperative, and investor-owned utilities share in development of other forms of
 energy generation, there will be various ownership models of wind energy production as the
 Sample Grant Proposal: Low-Income Wind Energy Project 7",paragraph_block,unstructured,410,6,False
low_income_wind_energy_full_text_6451,low_income_wind_energy,Grant low_income_wind_energy,2007,Unknown,False,0.051,pdf_ingestion,low_income_wind_energy.pdf,obesity,unspecified,"pediatric, geriatric, rural, low_income",high,"More Sample Grant Proposals 
 industry develops. The project will seek to influence the development of each of these models to
 ensure that the interests of low-income families are considered. 
 The project will have four primary interventions, explained below in more detail.
 1. Single Owner Model 
 2. Second Wind (Replicate Single Owner Model) 
 3. Cooperative Model 
 4. Process Participation 
 5. Tailored Energy Assistance Programs 
 Intervention 1: Single Owner Model 
 The project will help LIHEAP/Weatherization/CSBG CBOs acquire and operate their own windturbines, exchanging the energy produced for rate discounts/rebates to low-income customers.
 The project will work initially with one community action agency to develop a multi-turbine
 wind farm. The initial project will serve as a model for replication by other community action
 agencies in Washington State. 
 The initial agency is Coastal Community Action Program. During the applicant’s prior REACh
 project, Coastal CAP developed an excellent relationship with its local utility, Grays Harbor
 Public Utility District. Grays Harbor PUD enhanced its energy assistance fund as a result of
 discussions with Coastal CAP staff. The single-owner model grows out of further discussions
 between the utility and Coastal CAP on how to better serve low-income families.
 The key parties in developing the model program are 
  developer/owner of the wind farm: Coastal CAP 
  purchaser of generated power: Grays Harbor PUD 
  landowner: Grays Harbor School District 
  technical assistance provider: Northwest SEED (see Appendix J for a preliminary
 Memorandum of Understanding) 
 Project activities include: 
 First Scan 
  Review Washington wind map (www.windpowermaps.org/windmaps/states.asp). 
  Select areas with moderate to strong wind resource (class 3 or higher) and access to
 transmission lines. 
  Northwest SEED, which helped develop the wind maps, will provide technical assistance in
 identifying additional sites if needed. 
 Site Assessment & Acquisition 
  Perform anemometer test to establish actual wind speed (Note: The wind map is suggestive
 but not precise. Coastal CAP’s proposed site tests out at a higher wind speed than suggested
 by the wind map.): Northwest SEED will provide technical assistance. 
  Estimate monthly and hourly project output based on power curve of intended turbine and
 measured wind speed: Power production increases by a square function of wind speed; a 26
 Sample Grant Proposal: Low-Income Wind Energy Project 8",paragraph_block,unstructured,368,7,False
low_income_wind_energy_full_text_6451,low_income_wind_energy,Grant low_income_wind_energy,2007,Unknown,False,0.051,pdf_ingestion,low_income_wind_energy.pdf,obesity,unspecified,"pediatric, geriatric, rural, low_income",high,"mph wind blowing for an hour generates significantly more power than a 13 mph wind
 blowing for two hours; Northwest SEED will provide technical assistance.
  Obtain site control: Coastal CAP has had extensive discussions with Grays Harbor School
 District; the School District is eager to partner and has identified a site that it will make
 available to the project for token rent. In return, the project will be used as an educational
 site to teach students about wind power and energy. 
 Permitting 
  Perform required environmental reviews of project to satisfy applicable U.S. Fish and
 Wildlife Service and state fish and wildlife requirements. 
  Perform required archaeological studies to avoid destruction of cultural artifacts.
  Contact Indian tribes in the project area to ascertain their interests, if any.
  Northwest SEED will provide technical assistance in all areas above. 
 Access to Transmission Lines 
  Obtain necessary access road and transmission corridor easements. 
  Identify proposed location of interconnection. 
  Establish status of transmission interconnection . 
  Determine whether any facilities construction is necessary. 
  Establish amount of available or reserved capacity. 
  Northwest SEED will provide technical assistance in all areas above. 
 Construction 
 (NOTE: REACh funds will not be used for construction, but only for staff time to secure
 financing that will in turn pay for construction.) 
  Identify size and number of turbines. 
  Obtain turbines from manufacturer: Project partner Western S.U.N. (see Appendix J for
 Memorandum of Understanding) will assist Coastal CAP in obtaining turbines and related
 equipment at a discount. Western S.U.N. uses the purchasing power of its members (which
 include PUDS, electric co-ops, and municipal utilities) to acquire and implement renewable
 technologies at the lowest possible cost through market aggregation. 
  Prepare site: Lay down access roads, turbine foundations. 
  Install turbines. 
  Connect to “the grid”: Make connection to transmission lines. 
  Northwest SEED will provide technical assistance in identifying the appropriate turbines and
 choosing a construction firm. 
 Financing 
 (NOTE: REACh funds will not be used for financing, but will be used to write grants, negotiate
 loans, request bonds and pursue other financing mechanisms listedbelow and in Section II (c)
 Holistic Program Strategies.) 
  Grant-based financing: This is the preferred method of financing. Potential grantors include
 private foundations such as the Energy Foundation, and government entities such as the
 Department of Energy. 
  Bond financing: Depending on final location of the project site, Coastal CAP may approach
 the County of Grays Harbor, Grays Harbor PUD, and/or the cities of Aberdeen and Hoquiam
 to sponsor a bond to cover upfront costs of the project, to be paid back with revenues
 generated over the life of the power plant. 
 Sample Grant Proposal: Low-Income Wind Energy Project 9",paragraph_block,unstructured,451,8,False
low_income_wind_energy_full_text_6451,low_income_wind_energy,Grant low_income_wind_energy,2007,Unknown,False,0.051,pdf_ingestion,low_income_wind_energy.pdf,obesity,unspecified,"pediatric, geriatric, rural, low_income",high," Loan-based financing: Potential sources include commercial banks. This is not a priority
 resource because energy-generation projects are looked at sceptically since the Enron
 bankruptcy. Also, renewables projects are seen as riskier than traditional power plants (e.g.,
 natural gas fired turbines), with a proportionately high interest rate. 
  Sale of “Green Tags”: Green tags, also known as tradeable renewable energy credits (trc’s),
 provide a way to buy and sell the environmental attributes of renewable generation separately
 from the electricity generated. A market currently exists for green tags with wind power
 valued at from 1 to 4 cents per kWh. 
 Power Purchase Agreements/Low-Income Credits 
  Enter into firm contract for sale of electricity generated: Grays Harbor PUD is eager to
 purchase up to 6 MWh of power. 
  In return for the electricity generated, Grays Harbor PUD will provide a block of credits to
 Coastal CAP for an equivalent number of kWh. Coastal CAP will award these credits to
 low-income families applying for energy assistance. (Grays Harbor PUD is the primary
 provider of electricity in Coastal CAP’s service area.) 
 Key Immediate Outcomes for Intervention 1 
  Sign agreement with School District describing access to site. 
  Sign agreement with PUD to provide access to transmission lines. 
  Sign agreement with PUD to provide low-income credits enumerated in kWh (rather than
 dollars) in return for power. 
  Obtain all necessary permits. 
  Complete financing proposals targeting foundations, federal agencies, local government, etc.
 Key Intermediate Outcomes for Intervention 1 
  Break ground in construction of wind farm. 
  Coastal CAP obtains wind development expertise, allowing the agency to act as technical
 assistance provider to other LIHEAP/DOE WAP/CSBG CBOs. 
 Performance Goals for Intervention 1 
  Finish construction of wind farm and connect to grid, supplying 6 Mw of power dedicated to
 low-income families and controlled by CSBG CBO (Coastal CAP). 
  Lower by 20% the energy burden of 6,000 LIHEAP-eligible, electric-heated households by
 use of low-income credits, enumerated in kWh rather than dollars and therefore not subject to
 fluctuations in market pricing. 
 Intervention 2: Second Wind Model (Replicate Single Owner Model) 
 Even before the model wind farm is completed, Coastal CAP staff will have gained enough
 expertise to assist any of the 29 other members of Washington’s LIHEAP/Weatherization/CSBG
 network in developing their own wind projects. 
 Coastal CAP and Northwest SEED will offer workshops on wind development at regularly
 scheduled energy coordinator conferences and other venues sponsored by Washington State
 Community Action Partnership (WSCAP). 
 The REACh program will subcontract with “Second Wind” CBOs who wish to act as
 developers. The program will target CBOs that the Washington wind map suggests are in high
 wind areas (e.g., Yakima, Skamania and Klickitat Counties; see Figure 4 above). However, all
 Sample Grant Proposal: Low-Income Wind Energy Project 10",paragraph_block,unstructured,460,9,False
