grant_id,title,abstract,year,institute,institution,abstract_length,word_count,fqhc_keyword_count,has_fqhc_terms,is_fqhc_focused,fqhc_score,data_source,primary_condition,study_design,target_population
5T35DK131960-03,Short-Term Research Training Program in NIDDK Mission Areas,"Substantive research training early during the course of medical school education is critical to address the declining number of physicians choosing research careers. The proposed University of Illinois Short-Term Research Training Program (SRTP) will provide first year medical students (12 slots in Year 1, 15 in Year 2-5) with a 10-week mentored research experience in the National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK) mission areas including, kidney, urologic and hematologic diseases; digestive disease and nutrition; and diabetes, endocrinology and metabolic disease. The University of Illinois College of Medicine (UI COM) is a large public medical school with one of the most diverse student populations in the country in terms of enrolled African American and Latino students. The program will draw from first year medical students at UI COM, as well as other medical schools in the Chicago metropolitan area and Midwest. We have assembled an outstanding team of mentors in NIDDK mission areas with expertise in basic/mechanistic, clinical/translational, and behavioral/community-based research. In addition to mentored research, students will participate in an interactive structured curriculum focused on research methodology, responsible conduct of research, and career development. To learn presentation skills and principles of rigor and reproducibility, students will co- lead, with a research mentor, journal clubs and works-in-progress sessions. Additional novel aspects of the program include use of peer-to-peer mentoring and ongoing exposure to successful early career physician- scientists. At the end of the summer, students will present at a SRTP Research Symposium and the COM Research Day. After the program is completed, the program will utilize multiple strategies to facilitate continued involvement in research activities, including encouraging students to apply to the James Scholar Program, a program that provides the infrastructure to support research during the second to fourth years of medical school. In addition, the program will strive to create a sense of community among SRTP cohorts by hosting quarterly “Ideas on Tap” (research/social networking events at which students present ongoing research), and will maintain connections with trainees using the program website, newsletters, an SRTP Slack communication channel, and social media. An Executive Committee will oversee implementation of the program, recruitment/selection, program evaluation, and tracking of short- and long-term outcomes. Strengths of the program include the experienced co-Directors, committed and well-funded program mentors with broad expertise across NIDDK mission areas, an innovative structured curriculum, a robust recruitment plan to enhance diversity, strong institutional support, and a thoughtfully conceived plan to foster continued research involvement after program completion. Consequently, the proposed SRTP will provide medical students with a substantive research experience, facilitating the achievement of the long-term objective of increasing the pipeline and diversity of physicians entering the research workforce in NIDDK mission areas.",2024,,UNIVERSITY OF ILLINOIS AT CHICAGO,3202,447,0.0,False,False,0.0,phase2_nih,,,
5R33HL155160-04,"The ALOHA trial: Addressing Quality of Life, Clinical Outcomes, and Mechanisms in Uncontrolled Asthma Following the DASH Dietary Pattern","PROJECT SUMMARY Asthma is a chronic inflammatory disease of the airways. Asthma prevalence has increased markedly in the United States, with 19 million adults reporting current asthma and 62% of them with uncontrolled asthma. Poor diet quality is an important risk factor implicated in this alarming trend as a typical western diet features processed, energy-dense, nutrient-deficient foods, promoting a proinflammatory host environment. Diet quality in asthma is an emerging area of research; few interventional trials have investigated healthy dietary patterns in adults with asthma, none was adequately powered to determine efficacy, and underlying mechanisms are poorly understood. OBJECTIVE: To fill this gap, the current 2-phase, milestone-driven ALOHA trial will rigorously evaluate the efficacy and mechanisms of a behavioral intervention promoting the Dietary Approaches to Stop Hypertension (DASH). This behavioral intervention showed promising results in a pilot trial among adults with uncontrolled asthma. METHODS: The R61 phase (1 year) will focus on finalizing trial planning and preparation and begin early enrollment; in the R33 phase (4 years) we will conduct a 2-arm randomized clinical trial over 12 months. Adults with uncontrolled asthma (n=320) on standard controller therapy will be equally randomized and assessed at baseline (0), 3, 6 and 12 months. The control and intervention groups will be matched on the number, frequency, and format of sessions over 12 months while the length of each session is proportional to the content delivered. Control participants will receive education on lung health, asthma, and other general health topics using American Lung Association and UpToDate materials. The intervention group will receive the same health education and materials in addition to DASH behavioral counseling. Central hypothesis: Compared with the education-only control, the DASH behavioral intervention will lead to significantly more participants with a clinically significant improvement (responders) in asthma-specific quality of life (primary outcome) and significantly greater improvements in related asthma and non-asthma outcomes, which will be mechanistically linked to improved diet quality. SPECIFIC AIMS: First, to determine intervention efficacy on the primary outcome of clinically significant improvement in asthma-specific quality of life at 12 months and secondary outcomes (asthma control, lung function, generic qualify of life, blood pressure, mental health, sleep health). Second, to examine the intervention effects on metabolomic (circulating short-chain fatty acids: propionate, butyrate, acetate), immune response (interferon-gamma, IL-5, IL-17A, IL-10, IL-1β, IL-6, IL-8, TNFα), and physiologic (bronchodilator responsiveness) biomarkers of asthma. Third, to examine the intervention effects on self- reported and objective indices of diet quality (DASH score, dietary inflammatory index, serum carotenoids). We also will conduct exploratory analyses of causal mediation linking diet quality, biomarkers, and asthma outcomes as well as effect modification by sex and other biological variables (age of asthma onset, atopy). IMPACT: This trial has high potential to advance the clinical and mechanistic understandings of diet quality in asthma.",2024,,UNIVERSITY OF ILLINOIS AT CHICAGO,3302,462,0.0,False,False,0.0,phase2_nih,,,
5R01DE033167-02,Dual Delivery of Engineered EVs and Growth Factor for Bone Regeneration,"The inflammatory conditions and the complex physiological changes associated with chronic immunological responses to wound healing in type 2 diabetes (T2DM) challenge the outcomes of the treatments for bone regeneration. The related morbidity and costs associated with bone healing failures are considerable and increasing. Recent discoveries have demonstrated that the immune system is tightly linked to bone physiology and that MSC derived extracellular vesicles (EVs) play a prominent role in immunomodulation of bone repair. While recombinant human bone morphogenetic protein 2 (rhBMP2) mediated bone regeneration is well established, the challenges of controlling inflammation arising from rhBMP2 usage is exacerbated in the presence of immunomodulating systemic diseases such as T2DM present a significant knowledge gap that limit clinical outcomes. Based on preliminary studies of inflammation informed MSC EV microRNA (miRNA) composition and effects on immunomodulation and bone regeneration, we hypothesize that a dual delivery of engineered MSC EVs with anti-inflammatory properties and rhBMP2 using a combinatorial delivery system with self-assembling leucine zipper (LZ) peptide-based hydrogels and alginate beads can enhance bone healing in T2DM. We propose three specific aims to test this hypothesis. In aim 1, we will test our preliminary data driven hypothesis that a subset of altered miRNAs in preconditioned MSC EVs contributes to the enhanced immunomodulatory function of the inflammatory preconditioned MSC derived EVs. We will also generate engineered MSC EVs that overexpress candidate miRNA with anti-inflammatory properties to further study the mechanistic aspects by which individual EV related miRNAs control the immunomodulation functionality. In aim 2, we will create a novel dual delivery system with LZ-hydrogels and alginate beads that contain engineered EVs and rhBMP2 respectively. We will test our hypothesis that 1) EVs with anti-inflammatory properties (generated from aim 1) can be released during the inflammatory phase of healing (up to 7 days) from a self-assembling LZ- hydrogel and 2) rhBMP2 that is encapsulated in alginate beads with an extended-release profile (4-6 weeks) can provide a long term osteoinductive signal to promote/enhance bone regeneration. In aim 3, using a diabetic mouse calvarial defect model, we will test the hypothesis that engineered MSC EVs containing anti-inflammatory miRNA will suppress inflammation upon wounding while sustained released rhBMP2 promote bone healing. Overall, the results of these first studies of the combinatorial usage of engineered and MSC EVs rhBMP2 will provide a foundation for continued definition of MSC EV-mediated immunomodulation, and the regenerative properties and applicability of the dual delivery system to bone healing in T2DM. Further, these studies will also provide a framework for the use of growth factors and engineered EVs in combination for tissue engineering applications.",2024,,UNIVERSITY OF ILLINOIS AT CHICAGO,2991,429,0.0,False,False,0.0,phase2_nih,,,
1R01EY035221-01A1,Pathophysiology of Chronic and Delayed Mustard Gas Keratopathy,"This is an application to the Countermeasures Against Chemical Threats (CounterACT) NIH-wide program part of the Chemical Countermeasures Research Program. Sulfur mustard (SM), a chemical warfare agent, and nitrogen mustard (NM), a chemotherapeutic agent, are both potent vesicants. The cornea is exquisitely sensitive to these agents leading to keratitis, vascularization, ulceration, and perforations. Following acute SM exposure, a subset of patients will experience chronic/delayed-onset ocular complications known as mustard gas keratopathy (MGK). Delayed MGK reportedly can manifest several years after the initial exposure and presents with severe corneal disease with significant visual loss. We have made the observation that in experimental animal models of NM injury to the cornea, there is dose-dependent increased senescence in the cornea. We hypothesize that senescence in the cornea promotes tissue dysfunction and inflammationand that senescence after mustard injury contributes to the progression of chronic MGK and the severity of delayed MGK. We further hypothesize that reducing/eliminating senescent cells may alter the progression and severity of MGK. In this application we propose in Aim1 to investigate the role of senescence and SASP in the progression of corneal disease following acute exposure to NM; and in Aim 2 to investigate the role of senescence in a new model of delayed MGK. At the conclusion of these studies, we expect to have an improved understanding of the role of senescence in the development of MGK and identify novel approaches for its prevention/treatment.",2024,,UNIVERSITY OF ILLINOIS AT CHICAGO,1603,235,0.0,False,False,0.0,phase2_nih,,,
1F30MH138058-01,Sleep as a Mechanism of Premenstrual Exacerbation of Depression and Suicidality,"Aligned with the NIMH 2023 Strategic Plan, which highlights suicide prevention and digital health as research priorities, the proposed project is consistent with NIH’s strategic goal to examine mental illness trajectories across the lifespan. The proposed project utilizes high-resolution digital health sleep data in a clinical trial to identify periods of acute suicide risk and potential sleep-related treatment targets, while also examining the impact of the menstrual cycle in these processes. Suicide is a leading cause of death, and it is important for ongoing studies to focus on when patients may be at imminent risk. Emerging research suggests the menstrual cycle and sleep disturbances are time-varying modulators of acute depression and suicidality. The primary mentor’s prior work substantiates a link between cyclical changes in ovarian steroids and suicidality and confirms that most patients recruited for recent suicidal ideation (SI) demonstrate perimenstrual worsening of SI. Further, the laboratory’s two crossover RCTs demonstrate that natural perimenstrual steroid withdrawal serves as a recurring trigger for worsened suicidality and depression that can be reversed with E2+P4 supplementation. However, treatment of this kind is not feasible long-term due to clotting and hormone-dependent cancer risks, so it is critical to identify physiological mediators of these effects which may be treatment targets. Sleep disturbances also predict acute increases in suicidality/depression and there is within-person worsening in sleep perimenstrually suggesting that sleep may be a time-varying physiological mediator for the relationship between the cyclical hormones and suicidality in some people. The proposed study will utilize archival data from the primary mentor’s recently completed R01-funded RCT, which the candidate was instrumental in collecting, in 150 AFAB transdiagnostic patients with suicidality, including 1-3 months of daily surveys, hormonally confirmed cycle phases, and wearable sleep data (Oura ring), to evaluate the role of sleep in perimenstrual exacerbation of SI/depression. The proposed study has several novel aspects: 1) High temporal resolution sleep data across long observation periods; 2) Analytic methods that consider individual differences in cyclical hormone sensitivity and sleep patterns; 3) Experimental ovarian hormone manipulation to establish causality in the relationship between sleep disturbances, cycling hormones, and suicidality/depression. The proposed project will provide clinical trial research experience, training in nomothetic and idiographic statistical modeling, and collaborative mentorship in methods and clinical exposure in sleep and reproductive psychiatry to help the candidate achieve long-term career goals in academic medicine.",2024,,UNIVERSITY OF ILLINOIS AT CHICAGO,2812,387,0.0,False,False,0.0,phase2_nih,,,
5R35GM146936-03,Pyroptosis is a Trial-by-Fire Program,"TITLE Pyroptosis is a Programmed Trial-by-Fire. PROJECT ABSTRACT The inflammatory cell death program pyroptosis occurs in a wide range of cell types and plays important roles in development, tissue injury, and tumor growth. Curiously, unlike other cell death mechanisms, cells frequently survive pyroptosis activation. The persistence of a family of “inefficient” cell death genes is puzzling and suggests they may have other roles. Intuitively, cells that survive the inflammatory insult will dictate both the short-term adaptation and long-term repair and regeneration afterwards. Therefore, a flawed death program may actually be a “trial”. However, the details of cell survival after pyroptosis and the biochemical circuitry beyond its activation are under-studied, hindering our basic understanding. In this Program, we hypothesize that cell death is a side- effect of pyroptosis, which in fact aims to reprogram cell functions. To explore the new concept that “trial-by-fire” provides strong evolutionary advantages, we will investigate 1) whether it is possible to stop/resume pyroptosis and the basic mechanisms used to exert such control; 2) the capacity and limits of pyroptosis signaling; and 3) the single cell phenotypic effects of weathering pyroptosis. In pursuing this central hypothesis, we will discover new cell signaling circuits and simultaneously enhance the field’s ability to detect novel pathways by developing new genetically encoded tools, imaging algorithms, and bioinformatics methods. The Program aims to construct a new perspective that the salient function of pyroptosis is to prime and educate through a near-death experience.",2024,,UNIVERSITY OF ILLINOIS AT CHICAGO,1659,240,0.0,False,False,0.0,phase2_nih,,,
1F30HD116496-01,Investigation of Social and Behavioral Drivers of HIV Risk Among South African Adolescent Girls and Young Women,"South Africa has the greatest burden of HIV infection in the world, and South African adolescent girls and young women (SA-AGYW) ages 15-24 are at greatest risk. Mental health distress (anxiety, trauma, depression) and intimate partner violence (IPV) are implicated as drivers of HIV, yet few studies have assessed the combined effects of mental health and IPV on SA-AGYW sexual risk behavior (early sexual debut, no condom use at last sex, multiple sexual partners). Notably, high warmth and frequent communication about sexual topics between female caregivers and AGYW are associated with reduced AGYW sexual risk behavior, but few studies have examined the impact of female caregiver-AGYW communication and warmth in the presence of mental health distress and IPV on AGYW sexual risk taking. The proposed fellowship will provide much needed training to prepare me for a career as a physician scientist with a global health program of research. Guided by an expert mentorship team to oversee my training activities, I will gain skills in adolescent and young adult mental health distress, sexual risk behaviors, and their roles as drivers of HIV infection, HIV epidemiology, advanced qualitative research, and complete my medical and PhD degrees. I will use these new skills to carry out a mixed methods research study integrating quantitative and qualitative methods to accomplish two specific aims. In Aim 1, I will conduct secondary analyses of baseline data from a large HIV prevention intervention involving SA-AGYW and their female caregivers (IMARA-SA). Analyses of 642 AGYW will examine mental health distress, IPV, and AGYW-caregiver warmth and communication as drivers of AGYW sexually transmitted infections, including HIV. Preliminary data from the parent study revealed high rates mental health distress and IPV. I hypothesize that increased warmth and communication between AGYW and female caregivers will decrease the association between mental health distress and sexual risk behaviors even in the presence of IPV. In Aim 2, I will supplement the quantitative analysis with 20- 30 qualitative interviews with SA-AGYW with experiences of IPV. I will purposively select participants from the parent study who have completed the 12-month follow up and reported IPV. Interviews will offer new insight into the impact of female caregiver communication about addressing experiences of IPV and sexual risk behavior. The findings from aims 1 and 2 will inform interventions to improve the SA-AGYW mental health, lessen IPV exposure, and strengthen sexual and reproductive health. Mentorship provided by an experienced team with a long history of collaboration will ensure excellent training, extensive opportunities to publish in high impact journals and present at international scientific conferences, and exposure to colleagues through networking. This F30 fellowship will provide a well-rounded education that empowers me to become a physician-scientist with a program of research focused on AGYW sexual and reproductive health.",2024,,UNIVERSITY OF ILLINOIS AT CHICAGO,3042,458,0.0,False,False,0.0,phase2_nih,,,
5R01HL161386-03,Role of Adiposomes in Diabetes-Associated Endothelial Dysfunction and Restorative Effects of Exercise and Metabolic Surgery,"The development of type II diabetes (T2D) is strongly associated with obesity, and both are well-established risk factors for cardiovascular disease. Vascular dysfunction is an early event in developing cardiovascular disease in obese diabetic (OB-T2D) patients. Therefore, we set our long-term goal to define molecular mechanisms of vascular dysfunction and corrective strategies that target these mechanisms, such as physical activity and weight loss. We recently discovered that human adipose tissues release extracellular vesicles (adiposomes) that are efficiently captured by endothelial cells. Adiposomes are known to carry bioactive cargos such as proteins and micro RNAs; however, their lipid content has not been studied, neither their ability to transfer their lipid cargo to endothelial cells. In the current application, we propose investigating the role of adiposomes in communicating the unhealthy milieu, mainly dysregulated lipids, to endothelial cells in OB-T2D subjects. On top of these lipid species that we propose to be carried by adiposomes are glycosphingolipids (GSLs). GSLs originate from ceramide glycosylation, a chemical process that is upregulated in the presence of inflammation and high glucose levels. Our preliminary findings showed that in endothelial cells, GSL-rich adiposomes disturb plasma membrane structure and subsequently induces endothelial dysfunction. Moreover, we found preconditioning endothelial cells with high shear stress (which is an exercise mimetic) protected endothelial cells from the detrimental effects caused by adiposomes. Therefore, our central hypothesis is that adipose tissues in OB-T2D patients release GSL-loaded adiposomes that induce vascular endothelial dysfunction. We propose that exercise and weight loss interventions (bariatric surgery) will restore adipose tissue homeostasis, reduce GSL-loaded adiposomes, and subsequently alleviate vascular risk in OB-T2D patients. We will test our hypotheses by pursuing the following Aims: Aim 1: Investigate the role of GSL-rich adiposomes in the pathogenesis of endothelial dysfunction in OB- T2D adults; Aim 2: Test the effectiveness of exercise training in reducing adiposome-mediated effects on vascular function; and Aim 3: Examine changes in adiposome/caveolae axis following metabolic surgery and their association with vascular function. This study will improve our mechanistic understanding of the biological underpinning of adiposome production, packaging, and role in inducing ED under conditions of obesity and T2D. It will also identify adiposomes and the proposed mechanisms of their interaction with endothelial cells as novel therapeutic targets for improving vascular function in OB-T2D individuals. Once these pathways are elucidated, strategies for targeting them can be advanced, leading to an improved therapeutic management of T2D-related cardiovascular disease.",2024,,UNIVERSITY OF ILLINOIS AT CHICAGO,2898,398,0.0,False,False,0.0,phase2_nih,,,
5R01HL152515-04,Amplification Mechanisms of Lung Endothelial Inflammation During Acute Lung Injury,"PROJECT SUMMARY / ABSTRACT Lung failure from endotoxemia and sepsis induces widespread and often rapid lung vascular endothelial injury due to unfettered influx of inflammatory cells such as neutrophils and macrophages. This maladaptive inflammatory response outpaces the reparative capacity of lungs, resulting in profound inflammatory lung injury and hypoxemia. This proposal focuses on fundamental amplification mechanisms underlying the maladaptive inflammatory activation of the lung endothelium. Our central hypothesis is that the inflammatory response to threat signals such as the initial breaching of the endothelial plasma membrane by bacterial lipopolysaccharide (LPS) and rapid release of mitochondrial DNA by the injured mitochondria into the cytosol massively and acutely amplifies the inflammatory response and thus serves as essential feed-forward mechanisms for progression of acute lung injury (ALI). In Aim 1, we will determine the mechanisms by which the recently identified perforin Gasdermin D mediates endothelial plasma membrane pore formation and the mechanisms of activation of the K+ efflux ion channel TWIK2 that we have recently identified. We will address the role of amplifying K+ efflux on the severity and rapidity of endothelial NLRP3 inflammasome activation and fulminant lung injury. In Aim 2, we will define another crucial amplification mechanism, the potentially important role of Gasdermin D-mediated mitochondrial (mt) membrane pore formation and the release of mtDNA, which may also catastrophically amplifiy lung injury via activation of Type I interferon signaling. These mechanistically driven studies will utilize genetic mouse models (endothelial specific knockout models in our labs) as well as comprehensive imaging, electrophysiological and physiological approaches and thus provide the framework for identifying novel endothelial amplification inflammatory mechanisms that induce lung vascular injury and ALI. We will elucidate how these pathways can be targeted to reduce tissue damage and improve survival.",2024,,UNIVERSITY OF ILLINOIS AT CHICAGO,2059,287,0.0,False,False,0.0,phase2_nih,,,
5R01MD014839-04,Reducing racial disparities in lung cancer outcomes by decoding neighborhood contextual environment (RECODE),"This application proposes to examine a novel social epigenetic mechanism for racial inequality in lung cancer: Reducing racial disparities in lung cancer outcomes by decoding neighborhood contextual environment (RECODE). We will examine the relationships between exposure to violence, inflammatory responses, smoking and epigenetic changes in protein arginine methyl transferases (PRMT6) that increase the risk of developing lung cancer. Our preliminary studies demonstrated that smoking induces increased expression of PRMT6 in the lung epithelium. We also showed that overexpression of PRMT6 triggers spontaneous lung tumors in mice. Interestingly, we found that PRMT6 is upregulated among black men compared with white men in The Cancer Genome Atlas (TCGA). Thus we argue that the increased overexpression of PRMT6 among black men may explain a higher rate of lung cancer among black men compared with white men. While smoking is a key contributing factor for lung cancer, the frequency and amount of cigarette smoking are not necessarily higher for blacks, which suggests that other factors are responsible for racial disparity in lung cancer. Disproportionate social stress in black communities may be responsible for a higher rate of lung cancer among blacks. In particular, individuals living in excessive neighborhood violence are exposed to chronic stress, which may intensify the epigenetic changes for lung cancer. We hypothesize that exposure to neighborhood violence is social stress that increases biophysical inflammatory responses, which exacerbate the path between smoking, PRMT6 overexpression, and lung cancer. To examine the proposed social epigenetic mechanism of lung cancer disparity, first, we will test the independent effect of smoking and exposure to neighborhood violence, and the interaction of the two risks on PRMT6 expression using retrospective tissue samples from black and white lung cancer cases (Aim 2). Second, we will test the effect of exposure to violence on an inflammatory response (hair cortisol) and lung cancer screening outcomes by conducting a prospective survey and data collection with high-risk black men (Aim 3). Finally, we will build a multilevel, context-specific lung cancer risk profiles (Aim 1) that take into account not only individual behavioral risk (smoking), but neighborhood stress (exposure to violence), physiological inflammatory responses (increased cortisol), and molecular changes (PRMT6 overexpression). To develop such risk profiles, we utilize a composite population data approach to establish accurate counts of all individuals within census tracts with sociodemographic, behavioral, and neighborhood risk profiles. The strength of RECODE is its innovative approach to unveil a social epigenetic mechanism of lung cancer disparity. RECODE has the potential to transform understanding multilevel risks of lung cancer and improve the national lung cancer screening guidelines to reflect the social conditions of racial minority communities.",2024,,UNIVERSITY OF ILLINOIS AT CHICAGO,3013,433,0.0,False,False,0.0,phase2_nih,,,
